Nangasacki	56	Nagasaki, Japan
Tidor	56	Tidore, Indonesië
Enkhuysen	55	Enkhuizen, Nederland
Banjer	55	Banjarmasin, Indonesië
Tonkin	55	Hanoi, Vietnam
Seylon	55	Sri Lanka
Arracan	55	Mrauk U, Myanmar
Maccao	54	Macau, China
Rembang	54	Rembang. Indonesië
Paliacatte	54	Pulicat, India
Amboino	54	Ambon, Indonesië
SlAM	53	Thailand
Bouro	53	O
Bellesoor	53	Baleshwar, India
Bandjarmasin	53	Banjarmasin, Indonesië
Comp.ies	53	O
Cassembazaar	52	Cossimbazar, West-Bengalen
Maros	52	Maros, Indonesië
Madura	51	Madura, Indonesië
Nederlant	51	Nederland
Cambodia	51	Cambodja
Tonckin	51	Hanoi, Vietnam
Ligoor	51	Nakhon Si Thammarat, Thailand
Mallabaer	50	Malabar, India
COROMANDEL	50	Coromandel, India
Pondecherij	50	Puducherry, India
Mokka	49	Mockha, Jemen
Banjermassing	49	Banjarmasin, Indonesië
Sumatra ’ s Westkust	49	Sumatra's Westkust, Indonesië
Cranganoor	49	Kodungallur, India
de Manilhas	49	??
Tegenepatnam	49	Cuddalore, India
Mallacca	49	Malacca, Maleisië
Nangasacky	49	Nagasaki, Japan
Martapura	49	Martapura, Indonesië
Cabo de Goede Hoop	48	Kaap de Goede Hoop, Zuid-Afrika
Natter	48	Natal, Indonesië
Bantham	48	Banten, Indonesië
Coilan	47	Thangassery Fort, India
Lampong	47	Menggala, Indonesië
Aetchin	47	??
Manaar	46	Mannar, Sri Lanka
Mattaram	45	O
Maccasser	45	Macassar, Indonesië
Palembangh	45	Palembang, Indonesië
Conincx	45	O
Neira	45	Banda Neira, Indonesië
Amadabath	45	
Visiapour	44	
Tutucoryn	44	
Poedechery	44	
Pipely	44	
Vrankrijk	43	
Tidoor	43	
Honimoa	43	
Adjerhadja	43	
Tonquin	43	
Coutchin	43	
Jedda	42	
Baly	42	Bali, Indonesië
Perach	42	
Gorontale	41	
Congo	41	
Bassora	41	
Calcatta	40	
Padangh	40	
Tidore	39	
Moluccos	39	
Brootchia	39	
kust	39	
Caep	39	
Loehoe	39	
Sillida	39	
Colletje	38	
Aymuy	38	
Surat	37	
Onrust	37	
Ganges	37	
Saleyer	37	
Ormus	37	
Hittoe	37	
Perah	37	
Orixa	36	
Nias	36	
Cassimabasaer	36	
Porca	35	
Zuratta	35	
Liffauw	35	
Maba	34	
Manipa	34	
Bombay	34	
Andragiry	34	
Persien	34	
Westcust van Sumatra	34	
Atchyn	34	
Cartasoura	33	
Jaffenapatnam	33	
Dilly	33	
Porto	33	
Vranckrijck	33	
de Ganges	33	
Manaer	33	
Java ’ s Oostkust	32	
Gorontalo	32	
Trinconomale	32	
Goram	31	
Joana	31	
Tanassery	31	
Patanij	31	
Peguw	31	
Cananoor	31	
Cabo	31	
Lampon	31	
Tansjour	30	
Cannanoor	30	
Palimbang	30	
Batchian	30	
Calpettij	30	
Chinco	30	
Aatchin	30	
Trangebare	30	
Nangasacque	30	
Sumatra ’ s Westcust	29	
Perzië	29	
de Moluccos	29	
Slangoor	29	
Ticou	29	
Coninghs	29	
Kisser	29	
Kelangh	29	
Hitoe	29	
Maslupatam	29	
Patany	28	
Naoer	28	
Bwool	28	
Sunda	28	
Coupang	28	
Jambi	28	
Straat Sunda	27	
Wadjo	27	
Speelwijk	27	
Palliacatte	27	
Sumbawa	27	
Tansjouwer	27	
Kaap de Goede Hoop	27	
Bancahoeloe	27	
Tarnate	27	
Moluco	27	
Paleacatte	27	
Pekin	27	
Calicoet	26	
Larique	26	
Bencalis	26	
Nagapatam	26	
Bonthain	26	
Jaggemaykpoeram	26	
Raede	26	
Keffing	25	
Java ’ s Oostcust	25	
Weda	25	
Damak	25	
Ansjenga	25	
Sumanap	25	
Masulipatam	25	
Bimelepatnam	25	
Bellasoor	25	
Damme	25	
Manilhas	25	
Ragiemahol	25	
Indië	25	
Tamsuy	25	
Daman	25	
Passourouang	24	
Mosambique	24	
Edam	24	
Comps	24	
Arraccan	24	
Couchim	24	
Victoria	24	
Lonthoir	24	
Chinrana	24	
Comp	24	
Mackjan	24	
Espahan	24	
Temate	23	
Hollandia	23	
Hougly	23	
Caap	23	
Zouratta	23	
Wetter	23	
cust van Java	23	
Zeylon	23	
Termane	23	
Japon	23	
Portugal	23	
rivier	22	
Tello	22	
Pondicherij	22	
Ticco	22	
Golf	22	
Maslupatnam	22	
Roode Meir	21	
Boucher	21	
Sangora	21	
Bassura	21	
Coylan	21	
Miaco	21	
Tranquebare	21	
cust van India	21	
Bombain	21	
Palleacatta	21	
Chincheo	21	
Coninx	21	
de Comp.ie	21	
de Comp.le	21	
Lixboa	21	
Straat Malacca	20	
Majutte	20	
Jaccatra	20	
Bangay	20	
Madureese	20	
Sumbauwa	20	
Cochimse rijk	20	
Tambora	20	
Magindanao	20	
Banka	20	
Hila	20	
Hocksieuw	20	
Rode Meir	20	
Middelburg	20	
Lhaar	20	
Peckin	20	
Maleyen	20	
Mattarams	20	
Bassoera	20	
Nangasacqui	20	
Hitou	19	
Halmahera	19	
Limbotto	19	
Boucheer	19	
Dompo	19	
Poelo Chinco	19	
Passir	19	
Coetchin	19	
Kilkare	19	
Kirman	19	
Floris	19	
Rotty	19	
Poulo	19	
St. Thomé	19	
Bliton	19	
Osacca	19	
Kakienara	19	
Coupan	19	
Gilolo	19	
Benjarmassingh	19	
de Mallabaar	18	
Coylang	18	
Chettua	18	
Cambait	18	
Poelo	18	
Pauw	18	
Poudechery	18	
Jacatra	18	
Manilla	18	
Tegal	18	
china	18	
Holland	18	
Tontolij	18	
Ceylons	18	
Zeelant	18	
Bony	18	
Dabul	18	
Geldria	18	
Palleacatte	18	
Zeelandia	18	
Teyouhan	18	
Comptoir	18	
Comp.68	18	
Malda	18	
Boeton	17	
Jaggernaykpoeram	17	
SURAT	17	
Moa	17	
Marous	17	
Concordia	17	
Nova Guinea	17	
Tymor	17	
de Compag.e	17	
Jaffanapatam	17	
Calpentijn	17	
Japans	17	
Rivier	17	
Chiam	17	
Custe Choromandel	17	
Loeboe	17	
Oma	17	
Ade	17	
Tannassery	17	
Cambello	17	
Grissee	16	
Caab Commorijn	16	
Neederland	16	
Lingij	16	
Bayang	16	
Troussang	16	
Ispahan	16	
London	16	
Oulaccan	16	
Alemperwe	16	
Sillebaer	16	
Denemarcken	16	
custe van China	16	
cust van China	16	
Nagapatn	16	
Ava	16	
Tegenampatnam	16	
Indrapura	16	
sComp.8	16	
Tarnaten	16	
Couchin	16	
Cochim China	16	
Carnatica	16	
Negapatnam	16	
Tutucurin	16	
Batsian	16	
Huis	16	
Compangnies	16	
Decima	15	
Soerabaya	15	
Mandhar	15	
Pamacassan	15	
Araccan	15	
Batticaloa	15	
Kelang	15	
Chincol	15	
Nassauw	15	
Cochims rijk	15	
Basra	15	
Kaap	15	
Oostende	15	
Neyra	15	
Spanjaerden	15	
cust	15	
Saffragam	15	
Mallabar	15	
Cust Cormandel	15	
Sumatrase Westcust	15	
Buton	15	
Cambaya	15	
Tosora	14	
Tanjong	14	
Malax	14	
Conings	14	
Trinquenemale	14	
Sonnebay	14	
Sadras	14	
Nigombo	14	
Aleppo	14	
Aden	14	
Guseratte	14	
Cadiry	14	
Quelangh	14	
Ziam	14	
Ceilon	14	
Negapatam	14	
Trangano	14	
Eloer	14	
Combello	14	
Zuratte	14	
Maccassaer	14	
Comp.les	14	
Putelan	14	
Bontain	14	
Mosambicque	14	
Cassimabasaar	14	
Compa	14	
Banjermassingh	13	
Aripo	13	
Kaap de Goede Hoop Java ’ s Oostkust	13	
Bonij	13	
Mahé	13	
Manapaar	13	
Straat Banca	13	
Balij	13	
Boelecomba	13	
Bombhay	13	
Bomeo	13	
Cottatenga	13	
Samarangh	13	
de Caab	13	
Kust	13	
Chinese	13	
Dhillij	13	
Oost	13	
Batavias	13	
Bellesor	13	
Coepang	13	
de Bocht	13	
Chijna	13	
Wadjou	13	
Maleye	13	
Judja	13	
Bassijn	13	
Arabia	13	
Manicabo	13	
Jambyse rijk	13	
Larentucque	13	
Moar	13	
Lontor	13	
Ougely	13	
Comp.as	13	
Compg.8	13	
CORO	12	
Javas Oostcust	12	
Mallebaer	12	
Coedoes	12	
Trevancoor	12	
Amedabaad	12	
Singia	12	
Sangir	12	
Lingy	12	
Narsapoer	12	
Catharina	12	
Calicut	12	
Dillij	12	
Cotta	12	
Putelang	12	
Nangesacke	12	
Coepan	12	
Cornp.8	12	
Malabaer	12	
Barssaloor	12	
Trincquenemale	12	
Tico	12	
Amblauw	12	
Ceramlaut	12	
Ouby	12	
Bontuale	12	
Amboyno	12	
Paloe	12	
Nera	12	
Perzie	12	
Indrapoera	12	
Chiraas	12	
Arouw	12	
Quinangh	12	
Madrespatam	12	
Calcoylan	12	
Pattanij	11	
Salatiga	11	
Celamme	11	
Tegenapatnam	11	
cust Cormandel	11	
Bacassij	11	
Soping	11	
Siccacol	11	
Siaca	11	
Saway	11	
Siamse rijk	11	
Tonquyn	11	
Riou	11	
Rottij	11	
Arcadoe	11	
Bangka	11	
Quilon	11	
Cassembasaar	11	
Comp8	11	
Bonoa	11	
Pulo Ron	11	
Mascatta	11	
Maccau	11	
BANTAM	11	
Poulo Chinco	11	
Andrigiry	11	
Sangy	11	
Karreek	11	
Bankoeloe	11	
Tartar	11	
Diu	11	
Soeratta	11	
Chiauw	11	
Mandhaar	11	
Capelle	11	
Indostan	11	
Mogols	11	
Candahar	11	
Succadana	11	
Madagaskar	11	
Narsapour	11	
Cailpatnam	11	
Bengaelse	11	
Comp.ns	11	
Leytimor	10	
Toeban	10	
Grobogan	10	
Tsinrana	10	
Javase	10	
Djipan	10	
Atchim	10	
Behaar	10	
vaderland	10	
Cannara	10	
Pattany	10	
Lethy	10	
Patapahan	10	
Haarlem	10	
Priamang	10	
Caudipan	10	
Spaens	10	
Cabo de Boa Esperance	10	
Corle	10	
Savo	10	
Tomini	10	
Malaxe	10	
Halamahera	10	
Soloor	10	
Mascatte	10	
Bulba	10	
Paleacatta	10	
Batticalo	10	
de	10	
Glisson	10	
Tilburg	10	
Mindanao	10	
Caab de Goede Hoop	10	
Bancahoulou	10	
Sjoppra	10	
Tartars	10	
Comp.s	10	
Riauw	10	
Sillebaar	10	
de Piscadores	10	
Oedjang Salang	10	
Rombouw	10	
Bengaale	10	
Lingi	10	
Run	10	
Londen	10	
Brasil	10	
Straet Sunda	10	
Sopingh	10	
Compag.8	10	
Siras	10	
Manipes	10	
Caybobo	9	
Harouco	9	
Majutta	9	
Raade	9	
Bellazoor	9	
Sitavaque	9	
Trevancoorse	9	
Pambe	9	
Airoer	9	
Coilang	9	
Cottatte	9	
Cormandelse	9	
Bandong	9	
Cettowa	9	
Bankok	9	
Trangabare	9	
Hampan	9	
Rheede	9	
Suratse	9	
Oedjangh Salangh	9	
Malacse	9	
Westcuste van Sumatra	9	
Coninckx	9	
Keizer	9	
Tegenepatam	9	
Dingding	9	
Maria	9	
Gale Corle	9	
Mataram	9	
Indragiri	9	
Pattana	9	
Xula	9	
Daatcheron	9	
Sammorijns	9	
Macassaer	9	
de Molucco	9	
Tartarise	9	
Mangaloor	9	
Chilauw	9	
Caab Comorijn	9	
Macau	9	
bogt van Tomini	9	
de Comp.a	9	
Macauw	9	
Noorder-Cormandel	9	
Sultans	9	
Tanasserij	9	
custe van India	9	
Parigie	9	
Mexico	9	
Dodingo	9	
Bombahia	9	
Siacca	9	
Arrakan	9	
Tengapatnam	9	
May.ts	9	
Saccam	9	
Babber	9	
de Moluques	9	
Texel	9	
Bharos	9	
Keffingh	9	
Sunda ’ s Engte	9	
Taboecan	9	
Philippines	9	
Neerlant	9	
Brodera	9	
Tarnataens	9	
Mangray	9	
Comp.e8	9	
Hollandt	9	
straat	9	
Bachan	9	
Cauwa	9	
Tarnataen	9	
Sangar	9	
Manar	9	
Biema	9	
Coxin	9	
Coninq	9	
Steven	9	
Hatuwe	8	
Bantal	8	
Toegoe	8	
Ay	8	
Dieuw	8	
Calicoilan	8	
Masquetta	8	
Tigablas Cottas	8	
Nanning	8	
Candahaar	8	
Tanassary	8	
Timo	8	
Singie	8	
Timaon	8	
Straat van Malacca	8	
Westkust	8	
Poelo Chinko	8	
Carredivo	8	
Bendher	8	
Enchuysen	8	
Paddangh	8	
Andragiri	8	
S.1 Thomé	8	
Sumatras Westcust	8	
Lifao	8	
Lamadjang	8	
Anhay	8	
Hindustan	8	
Atjeh	8	
Covelang	8	
Makéan	8	
de Maldives	8	
Conjemere	8	
Sadrangapatnam	8	
Sadrempatnam	8	
Battecalo	8	
Cotiaer	8	
Tominy	8	
Decka	8	
Bangil	8	
Sumatrase	8	
Visiapoer	8	
Ragiapour	8	
Boelang	8	
Chettuwa	8	
Cauw	8	
Siams	8	
Hollant	8	
Bontualac	8	
Vranckrijk	8	
Cassimbazaar	8	
Nancquin	8	
Rotti	8	
Madrespatnam	8	
Lety	8	
Lamahala	8	
Calang	8	
Osacco	8	
Bancoele	8	
Cheram	8	
Tarnata	8	
Comp.08	8	
Masulpatnam	8	
Jakatra	8	
Thomé	8	
Etter	8	
Bengay	8	
Bajang	8	
Bangary	8	
de Index van Geografische	8	
Moorsdom	8	
Eormosa	8	
Aquapulco	8	
Quemuy	8	
Malaccas	8	
Champa	8	
Sabou	8	
Combodia	8	
Malacka	8	
Pehouw	8	
Zeelandt	8	
Cayely	8	
Ouglij	8	
Nangesacque	8	
Nangasacke	8	
Sumatra ’ s Westkust Bengalen	7	
Louhou	7	
Groot-Ceram	7	
Tibore	7	
Bangalen	7	
Orangie	7	
Jambyse rijck	7	
Javase rijk	7	
Grisse	7	
Wampo	7	
Caliture	7	
Calicoilang	7	
Ceylonse	7	
Lassum	7	
Madioen	7	
Arabiën	7	
Cotta Tenga	7	
Hindostan	7	
Taboekan	7	
Cochin China	7	
Collastri	7	
Mogolse rijk	7	
Judia	7	
Nagapattinam	7	
Leyden	7	
Mangattij	7	
Hogersmilde	7	
Spanje	7	
Generaels	7	
Siaac	7	
Maldives	7	
Middelburgh	7	
Nova-Guinea	7	
Acapulco	7	
Maysoer	7	
Trankebar	7	
Nile	7	
Martapoura	7	
Coedeloer	7	
Boero	7	
Lisboa	7	
Piscadores	7	
Trincoenmale	7	
Tayouwan	7	
Belgica	7	
Alor	7	
Overschie	7	
Oeby	7	
Bontuala	7	
Datcheron	7	
Spanjen	7	
rijk	7	
Pekat	7	
Moxudabath	7	
Straat Zunda	7	
Preanger Bantam	7	
Tritsjenepalij	7	
Maprana	7	
Amadabat	7	
Packan	7	
Celebar	7	
Edo	7	
Ternata	7	
Siau	7	
Bancoelo	7	
Chiras	7	
Carrecal	7	
Sepa	7	
Sumba	7	
Passier	7	
Cerams	7	
Nassouw	7	
Maldivo	7	
Jaccatrase	7	
Calcatte	7	
Tansjauwer	7	
Mecca	7	
Louhoe	7	
Cornp	7	
Aynam	7	
Billiton	7	
Muselepatam	7	
Coutchyn	7	
Pahan	7	
Dinding	7	
Bancahoelo	7	
Vlissingen	7	
Innemaka	7	
Ban	7	
Ceribon	7	
Cambelle	7	
Cotiar	7	
Molukken	7	
Trincomale	7	
Japansen	7	
Jarnby	7	
Maleyo	7	
Calpetti	7	
Cassimabasar	7	
Gammalamma	7	
Pondechery	7	
Jaffanampatnam	7	
Aymoy	7	
Parsise	7	
Keda	7	
Mazulip	7	
Calpetty	7	
Malayo	7	
Lhaer	7	
de Moloucquos	7	
Coninchs	7	
Nanckin	7	
Guseratse	7	
Raja	7	
Iha	7	
Majt	7	
Passoroewang	6	
St. Helena	6	
Candal	6	
Rosingain	6	
Sumatra ’ s Westkust -	6	
Tangerang	6	
Oubij	6	
Porto Novose	6	
Climanoer	6	
Laar	6	
Batang	6	
Brebes	6	
Tanjongpoura	6	
Pacalongan	6	
Baroe	6	
Padmos	6	
Crabbendijke	6	
Moxudabaath	6	
Wokam	6	
Solo	6	
Oosthoek	6	
Teeuwer	6	
Poulobanky	6	
Cabon	6	
Troussan	6	
Mallabaarse	6	
Chormandelse	6	
Bancahouloe	6	
Drabbe	6	
Polanen	6	
Berkenkoer	6	
Androgirij	6	
Bocht	6	
Singier	6	
Balthazar	6	
Bapak	6	
Bangale	6	
Middelburch	6	
Bali	6	
Batjan	6	
Calcutta	6	
Taljabo	6	
Warkay	6	
Salida	6	
Patani	6	
Trancquebare	6	
Chirrebon	6	
Westcuste	6	
Banjarmassing	6	
Lyffouw	6	
Quelang	6	
Coninks	6	
Mochase	6	
Battacalo	6	
Caymelle	6	
St. Jago	6	
Bat.a	6	
bogt van Tominij	6	
Maccassaarse	6	
Tappus	6	
Naga	6	
Deccan	6	
Industan	6	
Coromandelse Custe	6	
Aracan	6	
Bontoparrang	6	
Visiagapatnam	6	
Collesegrepatnam	6	
Arima	6	
Bankahoeloe	6	
Sousouhounangs	6	
Christendom	6	
custe	6	
Zurrate	6	
rivier Siac	6	
rivier van Siacca	6	
Masulipatn	6	
Orange	6	
Amahey	6	
Mantoete	6	
Chine	6	
Chinkol	6	
Peza	6	
Tallicherij	6	
Conjemeere	6	
Pandaly	6	
Cotiare	6	
Wayer	6	
Nangasackij	6	
Parigi	6	
Gamrons	6	
Ron	6	
Luciella	6	
Neerlandt	6	
Rode	6	
Bontualak	6	
Lessidij	6	
Tarnatanen	6	
Malang	6	
Panaroekan	6	
Tanjouwer	6	
Candea	6	
Maj.ts	6	
Biliton	6	
Sioppra	6	
Sirrebon	6	
Index	6	
Tagulande	6	
Amarassie	6	
Christengeloof	6	
Breda	6	
Key	6	
Congas	6	
Oudagins	6	
Pessaert	6	
Cocksinja	6	
Maquian	6	
Batang Capas	6	
Banjar	6	
Corsoer	6	
Poele	6	
Rio	6	
Masilipat	6	
Lijffauw	6	
Coninck	6	
Lombocq	6	
Selida	6	
Cooninx	6	
Zaleyer	6	
Calangh	6	
Chijnese	6	
Kay	6	
Batacalo	6	
Maceassar	6	
Camboodja	6	
Compagnijs	6	
Coninginne	6	
Loubou	6	
Tutecoryn	6	
Alang	5	
Lohia	5	
Samorijn	5	
Panany	5	
Caab Commerijn	5	
Tannasserij	5	
Pattij	5	
Towadjo	5	
Cayeli	5	
Bega	5	
Maccaö	5	
Madureese rijk	5	
Robbeneyland	5	
Cormandels	5	
Barsaloor	5	
Paponettij	5	
Awie	5	
Oengarang	5	
Indramayo	5	
Tagals	5	
Caabse	5	
Limpo	5	
Tagulanda	5	
Ayer Hadja	5	
Tallichery	5	
Livo	5	
Sillebar	5	
Tegenepatn	5	
Xullabessij	5	
Andragirij	5	
Dieshoek	5	
Mallabaars	5	
Silvius	5	
Crimon Java	5	
Cauchinchina	5	
Manila	5	
Spangen	5	
West	5	
Noorwegen	5	
Richard	5	
Codja	5	
Bay	5	
Adriana	5	
Loo	5	
Curbaffa	5	
Pulo	5	
Mau	5	
Natal	5	
Guinea	5	
Punto	5	
Riau	5	
Tapianoelij	5	
Liffao	5	
Compagniesscheepen	5	
Cadix	5	
Xula Bessy	5	
Wilhelmus	5	
Compe	5	
Con	5	
cust van Canara	5	
Cranganor	5	
Cananor	5	
Vicerey	5	
Tamata	5	
Wolvendaal	5	
Wildrijk	5	
Indiase	5	
Robijn	5	
Sindy	5	
Jortan	5	
Sjogoen	5	
Arandore	5	
Buginezen	5	
Chinezen	5	
Thimor	5	
Boelanga	5	
Javaense	5	
Hangwelle	5	
Menado	5	
Kasimbazar	5	
Teckenkoer	5	
Moerianattij	5	
dit jaer	5	
Provintie	5	
Tamboeko	5	
Tjamba	5	
Arkadoe	5	
Adrangapatnam	5	
Alias	5	
Camarien	5	
Limbotte	5	
Mandarsaha	5	
Mantoeta	5	
Golkonda	5	
Leeuwaerden	5	
Erang	5	
Masilipatam	5	
Custe van Coromandel	5	
Ontong Java	5	
de Compie	5	
Cochijn	5	
Tek-	5	
Paroe	5	
Geria	5	
Terraboan	5	
Condewaer	5	
Colastrij	5	
Indiasen	5	
Persiaansche rijk	5	
Indische	5	
Andragiery	5	
Madraspatn	5	
Laricque	5	
Sinsier	5	
Petapouly	5	
Nederlants	5	
Ma	5	
Simsou	5	
Mattauw	5	
Calpentyn	5	
Onoor	5	
de Comp.e	5	
Poelo Ay	5	
Bontoalak	5	
Mouw	5	
Manganitoe	5	
Pulo Chinco	5	
Palembangse rijk	5	
Oost-Indiën	5	
Palimbam	5	
Compt	5	
Wanckan	5	
Raets	5	
Jaffanapatn	5	
Tappa	5	
Dithard	5	
Tonkal	5	
Collastrij	5	
Nova Spanje	5	
Lisbon	5	
Siantan	5	
Tannassary	5	
Cochin-China	5	
Bancoeloe	5	
de Compa	5	
Balemboangan	5	
Compes	5	
Battacaloa	5	
Cotjar	5	
Japare	5	
Hoksieuw	5	
Bibligamme	5	
Maratha	5	
Oedjong	5	
Tansjoer	5	
Tuticorin	5	
Sp	5	
Cottate	5	
Bontopanno	5	
Killekare	5	
Nangasacquy	5	
Jaffenepatnam	5	
Tajoan	5	
Mays	5	
Comptoyr	5	
Tinghay	5	
d ’	5	
Siaka	5	
Comp.cs	5	
Tydor	5	
Tanckoya	5	
Caleture	5	
Batoe	5	
Siriangh	5	
Sinckan	5	
Seccam	5	
Corea	5	
Groot-Mogol	5	
Coromandelse	5	
Saladjoe	5	
Mangonjadja	5	
Masquette	5	
Jacoba	5	
Chincheuw	5	
Uffelen	5	
Mangondjaja	5	
Daatcherom	5	
Calpetin	5	
Chaul	5	
Larentoeca	5	
Cronron	5	
Voyagie	5	
Cauris	5	
Melinde	5	
Tartariën	5	
Mangatty	5	
Tessel	5	
Tayouanse	5	
Otto	5	
Lombok	5	
Troesang	5	
Mangelicana	5	
rijck	5	
cust van Madure	5	
de Piscadoris	5	
Pinonco	5	
Nangasakky	5	
Ratu	5	
Core	5	
Tambessy	5	
Armigon	5	
Tahana	5	
Lissidy	5	
Mandaer	5	
Custe van Cormandel	5	
Lontour	5	
Tydoor	5	
Duke	5	
Hamsia	5	
Indjen	5	
Akerendam	4	
Ceyt	4	
Coechin	4	
Boegis	4	
Nanquin	4	
Calligawe	4	
Putulang	4	
Campong Baroe	4	
Tontoly	4	
Marattijs	4	
Tutucorijns	4	
Mallabaarsen	4	
Covelangse	4	
Allelande	4	
Mascarenhas	4	
Teckencoer	4	
Amed-abaad	4	
Golff van Persia	4	
Mallebaar	4	
Pamalang	4	
Joanna	4	
Bantams	4	
rivier Solo	4	
Qualladamak	4	
Sopingse rijk	4	
Sourats	4	
Oedjong Salang	4	
Bongus	4	
de Caap	4	
Lahoor	4	
Madion	4	
Attingola	4	
Ayerbangis	4	
Mannaer	4	
Trevancoorse rijk	4	
d ’ E. Comp.c	4	
Tannoor	4	
Mangatti	4	
Persiaanse rijk	4	
Mayes.1	4	
de Laha	4	
Amaby	4	
Cassimabazaar	4	
Malabaar	4	
Surrabaya	4	
Brest	4	
Amstelveen	4	
Andragierij	4	
Sumatras	4	
Politie	4	
Jaggemaikpoeram	4	
Triwaloer	4	
Manilhase	4	
Surats	4	
